Course Code,Course Title,CRN,Section Type,Time,Days,Instructor,Method
ME 428,Numerical Methods in Mechanical Engineering,42949,LCD,01:00 PM - 01:50 PM,MWF,"Komperda, J",Meet on campus
ME 428,Numerical Methods in Mechanical Engineering,42950,LCD,01:00 PM - 01:50 PM,MWF,"Komperda, J",Meet on campus
ME 429,Internal Combustion Engines,29093,LCD,06:00 PM - 08:30 PM,W,"Manafzadeh, S",Meet on campus
ME 429,Internal Combustion Engines,29092,LCD,06:00 PM - 08:30 PM,W,"Manafzadeh, S",Meet on campus
ME 444,Interdisciplinary Product Development I,39039,LCD,02:00 PM - 04:50 PM,M,"Scott, M",Meet on campus
ME 444,Interdisciplinary Product Development I,39040,LCD,02:00 PM - 04:50 PM,M,"Scott, M",Meet on campus
ME 494,Special Topics in Mechanical Engineering,12524,LCD,09:30 AM - 10:45 AM,TR,"Megaridis, C",Meet on campus
ME 494,Special Topics in Mechanical Engineering,20426,LCD,09:30 AM - 10:45 AM,TR,"Megaridis, C",Meet on campus
ME 494,Special Topics in Mechanical Engineering,33076,LCD,06:00 PM - 08:30 PM,T,"Ryan, B",Meet on campus
ME 494,Special Topics in Mechanical Engineering,33437,LCD,06:00 PM - 08:30 PM,T,"Ryan, B",Meet on campus
ME 496,Undergraduate Senior Design Thesis I,41954,LCD,ARRANGED,,"Komperda, J",Meet on campus
ME 499,Professional Development Seminar,27805,LCD,05:00 PM - 05:50 PM,W,"Reckinger, S",Meet on campus
ME 504,Computer Aided Analysis of Multibody Systems I,33078,LCD,03:30 PM - 04:45 PM,TR,"Shabana, A",Meet on campus
ME 510,Robotic Manipulators,47106,LCD,02:00 PM - 03:15 PM,MW,"Bhounsule, P",Meet on campus
ME 515,Micro- and Nano-Transport Phenomena,40742,LCD,09:00 AM - 10:15 AM,MW,"Yarin, A",Meet on campus
ME 518,Fundamentals of Turbulence,39468,LCD,02:00 PM - 03:15 PM,TR,"Aggarwal, S; Scott, S",Meet online at set times
ME 520,Elastography,47500,LEC,03:30 PM - 04:45 PM,TR,"Klatt, D",Meet on campus
ME 542,Advanced Computational Methods for Product and Process Design,45845,LCD,03:30 PM - 04:45 PM,TR,"Huang, J",Meet on campus
ME 562,Biomedical Implants in Orthopedics and Dentistry,42663,LCD,03:00 PM - 05:30 PM,M,"Mathew, M",Meet on campus
