Course Code,Course Title,CRN,Section Type,Time,Days,Instructor,Method
CS 418,Introduction to Data Science,43231,LEC,09:30 AM - 10:45 AM,MW,"Mobasheri, N",Online Synchronous
CS 418,Introduction to Data Science,41110,LEC,04:30 PM - 05:45 PM,MW,"Bello Lander, G",Online Synchronous
CS 418,Introduction to Data Science,41111,LEC,04:30 PM - 05:45 PM,MW,"Bello Lander, G",Online Synchronous
CS 422,User Interface Design and Programming,20669,LCD,02:00 PM - 03:15 PM,TR,"Chattopadhyay, D",Online Asynchronous
CS 422,User Interface Design and Programming,19650,LCD,02:00 PM - 03:15 PM,TR,"Chattopadhyay, D",Online Asynchronous
CS 424,Visualization and Visual Analytics,40669,LCD,03:30 PM - 04:45 PM,TR,"Johnson, A",Online Asynchronous
CS 424,Visualization and Visual Analytics,40670,LCD,03:30 PM - 04:45 PM,TR,"Johnson, A",Online Asynchronous
CS 425,Computer Graphics I,44389,LCD - AS1,11:00 AM - 12:15 PM,T,"Miranda, F",Online Synchronous
CS 425,Computer Graphics I,44391,LCD - AS2,11:00 AM - 12:15 PM,T,"Miranda, F",Online Synchronous
CS 426,Video Game Design and Development,27145,LCD,04:30 PM - 07:00 PM,W,"Marai, G",Online Synchronous
CS 426,Video Game Design and Development,27146,LCD,04:30 PM - 07:00 PM,W,"Marai, G",Online Synchronous
CS 440,Software Engineering I,43478,LCD,11:00 AM - 11:50 AM,MWF,"Bell, J",Online Synchronous
CS 440,Software Engineering I,43479,LCD,11:00 AM - 11:50 AM,MWF,"Bell, J",Online Synchronous
CS 440,Software Engineering I,29904,LCD,01:00 PM - 01:50 PM,MWF,"Bell, J",Online Synchronous
CS 440,Software Engineering I,29905,LCD,01:00 PM - 01:50 PM,MWF,"Bell, J",Online Synchronous
CS 442,Software Engineering II,33786,LEC,02:00 PM - 03:15 PM,TR,"Bell, J",Online Synchronous
CS 442,Software Engineering II,33785,LEC,02:00 PM - 03:15 PM,TR,"Bell, J",Online Synchronous
CS 450,Introduction to Networking,17432,LEC,03:00 PM - 04:15 PM,MW,"Kshemkalyani, A",Online Synchronous
CS 450,Introduction to Networking,19163,LEC,03:00 PM - 04:15 PM,MW,"Kshemkalyani, A",Online Synchronous
CS 461,Operating Systems Design and Implementation,44394,LCD,05:00 PM - 06:15 PM,TR,"Wu, X",Online Synchronous
CS 461,Operating Systems Design and Implementation,44395,LCD,05:00 PM - 06:15 PM,TR,"Wu, X",Online Synchronous
CS 466,Advanced Computer Architecture,26694,LCD,09:30 AM - 10:45 AM,TR,"Zhu, Z",Online Asynchronous
CS 466,Advanced Computer Architecture,26695,LCD,09:30 AM - 10:45 AM,TR,"Zhu, Z",Online Asynchronous
CS 468,Network Security,44415,LEC,04:30 PM - 05:45 PM,MW,"Polakis, J",Online Synchronous
CS 468,Network Security,44416,LEC,04:30 PM - 05:45 PM,MW,"Polakis, J",Online Synchronous
CS 473,Compiler Design,39849,LCD,02:00 PM - 02:50 PM,MWF,"Mansky, W",Online Synchronous
CS 473,Compiler Design,39850,LCD,02:00 PM - 02:50 PM,MWF,"Mansky, W",Online Synchronous
CS 474,Object-Oriented Languages and Environments,38616,LCD,11:00 AM - 12:15 PM,TR,"Buy, U",Online Synchronous
CS 474,Object-Oriented Languages and Environments,38617,LCD,11:00 AM - 12:15 PM,TR,"Buy, U",Online Synchronous
CS 476,Programming Language Design,32644,LCD,04:30 PM - 05:45 PM,MW,"Grechanik, M",Online Synchronous
CS 476,Programming Language Design,32645,LCD,04:30 PM - 05:45 PM,MW,"Grechanik, M",Online Synchronous
CS 478,Software Development for Mobile Platforms,43512,LCD,05:00 PM - 06:15 PM,TR,"Hallenbeck, M",Online Asynchronous
CS 478,Software Development for Mobile Platforms,43511,LCD,05:00 PM - 06:15 PM,TR,"Hallenbeck, M",Online Asynchronous
CS 478,Software Development for Mobile Platforms,37634,LCD,09:30 AM - 10:45 AM,TR,"Buy, U",Online Synchronous
CS 478,Software Development for Mobile Platforms,37633,LCD,09:30 AM - 10:45 AM,TR,"Buy, U",Online Synchronous
CS 480,Database Systems,17438,LCD,01:00 PM - 01:50 PM,MWF,"Sistla, A",Online Synchronous
CS 480,Database Systems,19171,LCD,01:00 PM - 01:50 PM,MWF,"Sistla, A",Online Synchronous
CS 480,Database Systems,43454,LCD,02:00 PM - 02:50 PM,MWF,"Asudeh, A",Online Synchronous
CS 480,Database Systems,43455,LCD,02:00 PM - 02:50 PM,MWF,"Asudeh, A",Online Synchronous
CS 480,Database Systems,43258,LCD,03:30 PM - 04:45 PM,TR,"Deitz, S",Online Asynchronous
CS 480,Database Systems,43259,LCD,03:30 PM - 04:45 PM,TR,"Deitz, S",Online Synchronous
CS 485,Networked Operating Systems Programming,41112,LCD,12:30 PM - 01:45 PM,TR,"Solworth, J",Online Synchronous
CS 485,Networked Operating Systems Programming,41121,LCD,12:30 PM - 01:45 PM,TR,"Solworth, J",Online Synchronous
CS 491,Seminar,38500,LCD,ARRANGED,,"Di Eugenio, B",Online Synchronous
CS 494,Special Topics in Computer Science,42281,LCD,04:30 PM - 05:45 PM,MW,"Kshemkalyani, A",Online Synchronous
CS 494,Special Topics in Computer Science,42280,LCD,04:30 PM - 05:45 PM,MW,"Kshemkalyani, A",Online Synchronous
CS 494,Special Topics in Computer Science,42287,LCD,03:00 PM - 04:15 PM,MW,"Lillis, J",Online Synchronous
CS 494,Special Topics in Computer Science,42289,LCD,03:00 PM - 04:15 PM,MW,"Ganchinho de Pina, L",Online Synchronous
CS 494,Special Topics in Computer Science,42271,LCD,10:00 AM - 12:50 PM,W,"Esmailbeigi, H",Online Synchronous
CS 494,Special Topics in Computer Science,42290,LCD,11:00 AM - 12:15 PM,TR,"Eriksson, J",Online Synchronous
CS 494,Special Topics in Computer Science,42279,LCD,11:00 AM - 12:15 PM,TR,"Eriksson, J",Online Synchronous
CS 494,Special Topics in Computer Science,43270,LCD,10:00 AM - 12:50 PM,W,"Esmailbeigi, H",Online Synchronous
CS 494,Special Topics in Computer Science,42278,LCD,03:00 PM - 04:15 PM,MW,"Ganchinho de Pina, L",Online Synchronous
CS 499,Professional Development Seminar,30640,LCD,ARRANGED,,"Troy, P",Online Asynchronous
CS 501,Computer Algorithms II,33788,LCD,09:00 AM - 09:50 AM,MWF,"Turan, G",Online Synchronous
CS 505,Computability and Complexity Theory,41114,LCD,02:00 PM - 03:15 PM,TR,"Sidiropoulos, A",Online Synchronous
CS 506,An Introduction to Quantum Computing,41115,LEC,01:00 PM - 01:50 PM,MWF,"DasGupta, B",Online Synchronous
CS 511,Artificial Intelligence II,17442,LCD,10:00 AM - 10:50 AM,MWF,"Gmytrasiewicz, P",Online Synchronous
CS 515,Advanced Computer Vision,43364,LCD,03:00 PM - 04:15 PM,MW,"Ravi, S",Online Synchronous
CS 521,Statistical Natural Language Processing,43232,LCD,09:30 AM - 10:45 AM,TR,"Parde, N",Online Asynchronous
CS 540,Advanced Topics in Software Engineering,37332,LCD,02:00 PM - 03:15 PM,TR,"Grechanik, M",Online Synchronous
CS 565,Physical Design Automation,43233,LCD,ARRANGED,,,
CS 566,Parallel Processing,33563,LCD,02:00 PM - 03:15 PM,TR,"Dutt, S",Online Synchronous
CS 569,High-Performance Processors and Systems,27021,LCD,11:00 AM - 12:15 PM,TR,"Zhu, Z",Online Synchronous
CS 581,Database Management Systems,28655,LCD,03:00 PM - 04:15 PM,MW,"Sistla, A",Online Synchronous
CS 582,Information Retrieval,38116,LCD,06:30 PM - 09:00 PM,T,"Caragea, C",Online Asynchronous
CS 583,Data Mining and Text Mining,25479,LCD,04:30 PM - 07:00 PM,M,"Liu, B",Online Asynchronous
CS 587,Computer Systems Security,44286,LCD,03:30 PM - 04:45 PM,TR,"Solworth, J",Online Synchronous
CS 594,Special Topics,33648,LCD,12:30 PM - 01:45 PM,TR,"Di Eugenio, B",Online Synchronous
CS 594,Special Topics,33792,LCD,01:00 PM - 03:30 PM,S,"Tang, W",Online Synchronous
CS 594,Special Topics,33649,LCD,02:00 PM - 03:15 PM,TR,"Vamanan, B",Online Synchronous
CS 594,Special Topics,42282,LCD,06:30 PM - 09:00 PM,R,"Miao, P",Online Synchronous
